nome_canal,perfil_canal,pais,inscritos,avg_views,avg_likes,avg_comments
Ice Cream Rolls,Ice Cream Rolls,United States,12000000,66000.0,2100.0,129.0
Jamuna TV,Jamuna TV,Bangladesh,12000000,19400.0,566.0,48.0
Lulu99,Lulu99,Colombia,12000000,1300000.0,71600.0,5100.0
CHHOTU KI MASTI,CHHOTU KI MASTI,India,12000000,1700000.0,14000.0,197.0
Panda,Panda,India,12000000,754300.0,62500.0,1300.0
Akshay Nagwadiya,Akshay Nagwadiya,India,12000000,3400000.0,257899.0,855.0
E-MasterSensei,E-MasterSensei,Mexico,12000000,2000000.0,65400.0,1300.0
Technology Gyan,Technology Gyan,India,12000000,419000.0,34500.0,1700.0
Planet Earth INDIA,Planet Earth INDIA,India,12000000,53100.0,1700.0,143.0
WiederDude,WiederDude,United States,12000000,1600000.0,19900.0,324.0
Yair17,YairAuriazul,Mexico,12000000,239100.0,28800.0,664.0
Yudist Ardhana,Yudist Ardhana,Indonesia,12000000,243400.0,7000.0,255.0
Avril Lavigne,AvrilLavigne,United States,12000000,122200.0,11800.0,454.0
Rauw Alejandro,Rauw Alejandro,Peru,11900000,0.0,0.0,0.0
Timba Vk,MrTimbaVk,Mexico,11900000,1100000.0,48800.0,1100.0
Mor Haryanvi,Mor Haryanvi,India,11900000,170700.0,1800.0,45.0
Kluna Tik,Kluna Tik,United States,11900000,244200.0,3200.0,224.0
CNCO,CNCO,Mexico,11900000,161800.0,20200.0,1000.0
TV9 Bharatvarsh,TV9 Bharatvarsh,India,11900000,4400.0,86.0,3.0
Republic Bharat,Republic Bharat,India,11900000,6200.0,0.0,7.0
Rubius Z,elrubius,Argentina,11900000,2300000.0,186900.0,2500.0
TommyInnit,TommyInnit,United States,11800000,2400000.0,252700.0,11100.0
MrGear,MrGear,United States,11800000,72100.0,0.0,93.0
Tfue,TTfue,United States,11800000,140300.0,6100.0,278.0
emma chamberlain,emma chamberlain,United States,11800000,3100000.0,220900.0,6300.0
MORGENSHTERN,MORGENSHTERN,Russia,11800000,0.0,0.0,0.0
123 GO!,123 GO!,United States,11800000,374600.0,2900.0,99.0
Luan Santana,luansantanaoficial,Brazil,11800000,2200000.0,33600.0,1200.0
DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Colombia,11800000,865300.0,42200.0,3000.0
Duo Tiempo De Sol,TiempodeSol,,11800000,122600.0,1100.0,0.0
Nat and Essie,Nat and Essie,United States,11800000,54100.0,1300.0,0.0
FrontaL Gaming,FrontaL Gaming,,11800000,115500.0,7300.0,307.0
웃웃TwinsFromRussia,N1Noobtubers,United States,11800000,107900.0,5200.0,22.0
Луномосик,Луномосик,Russia,11800000,2700000.0,61800.0,1700.0
Ben Azelart,Ben Azelart,United States,11800000,12400000.0,0.0,27400.0
MBC مصر,MBCMASR,Egypt,11800000,1900.0,25.0,1.0
El Trece,eltreceok,,11700000,2400.0,23.0,5.0
Koo Koo TV - Hindi,Koo Koo TV - Hindi,India,11700000,210500.0,2900.0,71.0
办公室小野 Ms Yeah,办公室小野 Ms Yeah,United States,11700000,520200.0,37200.0,37.0
TsMadaan,TsMadaan,India,11700000,3500.0,269.0,8.0
infobells - Kannada,infobellskannada,,11700000,179600.0,987.0,0.0
Luli Pampín,lucygerardi43,,11700000,3300000.0,8200.0,0.0
YoungBoy Never Broke Again,YoungBoy Never Broke Again,United States,11700000,29800.0,1700.0,95.0
Make Joke Of,Make Joke Of,India,11700000,14400000.0,0.0,30600.0
Halsey,Halsey,United States,11600000,84500.0,10100.0,206.0
First We Feast,FirstWeFeast,United States,11600000,167200.0,3700.0,308.0
SBT,SBTonline,Brazil,11600000,7800.0,332.0,3.0
Indore Physical Academy,Indore Physical Academy,India,11600000,131200.0,9100.0,207.0
Garena Free Fire LATAM,Garena Free Fire LATAM,Mexico,11600000,39500.0,2400.0,160.0
Spider Slack,Spider Slack,Brazil,11600000,6000000.0,541700.0,614.0
Colors Rishtey,KapilComedyNights,India,11600000,5000.0,45.0,2.0
Wild 'N Out,MTV2,United States,11600000,202000.0,5400.0,167.0
MC Divertida,MC Divertida,,11600000,276600.0,2200.0,0.0
Vy Qwaint,VyQwaint,United States,11600000,1800000.0,30100.0,6100.0
LipaoGamer,FelipeViktor,Brazil,11600000,147300.0,9600.0,143.0
الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,Egypt,11500000,27100.0,799.0,52.0
GoldminesAction,GoldminesAction,,11500000,17000.0,207.0,0.0
Black Eyed Peas,blackeyedpeasvideo,United States,11500000,28000.0,1300.0,107.0
Pragati Verma Shorts,Pragati Verma Shorts,India,11500000,439600.0,54900.0,513.0
Lofi Girl,Lofi Girl,United States,11400000,134800.0,5100.0,204.0
Biper y sus Amigos,Biperysusamigos,,11400000,144700.0,0.0,0.0
Maymo,crackrockcandy,United States,11400000,275100.0,1100.0,48.0
Quantum Tech HD,Quantum Tech HD,United States,11400000,1700000.0,7300.0,144.0
Tiana,Tiana,United Kingdom,11400000,419200.0,11300.0,916.0
Annoying Orange,realannoyingorange,United States,11400000,161000.0,4700.0,497.0
Mrwhosetheboss,Mrwhosetheboss,United States,11400000,5000000.0,273200.0,9200.0
Маша та Ведмідь,MashaBearUkraine,,11400000,184900.0,867.0,0.0
BBC Earth,BBCEarth,United States,11400000,51600.0,1200.0,76.0
ExpCaseros,ExpCaseros,Spain,11400000,76400.0,1700.0,159.0
CrazyRussianHacker,CrazyRussianHacker,United States,11400000,48700.0,1800.0,85.0
Single Track Studio,hawkrecord,India,11400000,1600000.0,34800.0,1000.0
Yoga With Adriene,yogawithadriene,United States,11400000,234600.0,9600.0,1600.0
UnspeakableReacts,UnspeakableGaming,United States,11400000,0.0,0.0,0.0
SonyLIV,sonyliv,India,11400000,29300.0,377.0,13.0
Влад и Никита,Влад и Никита,,11400000,836400.0,3000.0,0.0
Franco Escamilla,francoescamilla,Mexico,11400000,532400.0,15300.0,313.0
CaptainSparklez,CaptainSparklez,United States,11400000,84700.0,7300.0,357.0
CarryisLive,CarryisLive,India,11400000,753300.0,68200.0,362.0
luzugames,luzugames,Mexico,11400000,121300.0,13800.0,171.0
Pastor Antônio Júnior,prantoniojunior,Brazil,11400000,328700.0,74800.0,7100.0
MyLifeAsEva,mylifeaseva,United States,11400000,0.0,0.0,0.0
penguinz0,penguinz0,United States,11400000,1700000.0,80100.0,4900.0
POCOYÓ en ESPAÑOL - Canal Oficial,pocoyotv,,11400000,357600.0,1200.0,0.0
Diana and Roma IND,Diana and Roma IND,,11400000,401600.0,1800.0,0.0
Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Iraq,11400000,13700.0,594.0,35.0
Kendrick Lamar,Kendrick Lamar,United States,11400000,0.0,0.0,0.0
Vlad and Niki PRT,Vlad and Niki PRT,,11400000,586900.0,0.0,0.0
Ya - Alisa,Ya - Alisa,,11300000,3400.0,25.0,0.0
The Viral Fever,TheViralFeverVideos,India,11300000,312300.0,28900.0,476.0
AlArabiya العربية,AlArabiya,Algeria,11300000,2600.0,50.0,9.0
Danny Fitt,Danny Fitt,Mexico,11300000,711100.0,62700.0,289.0
ToysPlay,ToysPlay,,11300000,118300.0,1200.0,0.0
BakLol Video,BakLol Video,India,11300000,935200.0,15000.0,915.0
Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,United States,11300000,138200.0,1200.0,53.0
Fortnite,epicfortnite,United States,11200000,169300.0,8400.0,343.0
Genius,RapGeniusVideo,United States,11200000,43600.0,2700.0,132.0
The Film Theorists,FilmTheorists,United States,11200000,2500000.0,156600.0,7400.0
Cut,watchcut,United States,11200000,532500.0,12700.0,688.0
"Sen, Momo, Ai & Shii's Channel",oyabakatousan,Japan,11200000,85000.0,220.0,2.0
Morphle TV,Morphle TV,,11200000,190400.0,0.0,0.0
bharatzkitchen HINDI,bharatzkitchen HINDI,India,11200000,257600.0,6900.0,241.0
Magic Five,Magic Five,Russia,11200000,460500.0,27400.0,2500.0
Flowers Comedy,Flowers Comedy,India,11200000,91700.0,1300.0,118.0
Acenix,Acenix,Mexico,11200000,0.0,0.0,0.0
Pari's Lifestyle,Pari's Lifestyle,India,11200000,1100000.0,14000.0,331.0
HellomaphieMX,HellomaphieMX,Mexico,11200000,718900.0,45300.0,123.0
Mo Vlogs,Mo Vlogs,India,11200000,337500.0,14700.0,2000.0
Inside Edition,cbstvdinsideedition,United States,11200000,179300.0,4600.0,645.0
Virgínia Fonseca,Virgínia Fonseca,Brazil,11200000,528200.0,40700.0,760.0
Flamingo,Flamingo,United States,11200000,2200000.0,70500.0,9500.0
Taylor RS,Taylor RS,United States,11200000,75700.0,1600.0,5.0
Tyga,TygaTygaTV,United States,11200000,9000000.0,288500.0,7000.0
Comedy Central,comedycentral,United States,11200000,35500.0,1100.0,48.0
Chotoonz TV - Funny Cartoons for Kids,chotoonz,,11200000,36300.0,0.0,0.0
Viih Tube,viihtubeoficial,Brazil,11100000,78900.0,2800.0,104.0
OGGY,OGGY,,11100000,297300.0,2600.0,0.0
DemolitionRanch,DemolitionRanch,United States,11000000,1600000.0,75900.0,8800.0
Barbie,barbie,,11000000,158700.0,1100.0,0.0
핑크퐁 (인기 동요・동화),pinkfongko,Algeria,11000000,55400.0,140.0,0.0
ExplosmEntertainment,ExplosmEntertainment,United States,11000000,278700.0,18400.0,235.0
Coisa de Nerd,coisadenerd,Brazil,11000000,588300.0,70800.0,1200.0
Hueva,XHuevaX,Mexico,11000000,656900.0,16300.0,407.0
Emily Tube,Emily Tube,,11000000,75400.0,14.0,0.0
TrapMusicHDTV,TrapMusicHDTV,United States,11000000,0.0,0.0,0.0
Oum Walid,Oum Walid,Algeria,11000000,308900.0,19200.0,1500.0
Levinho,Levinho,India,11000000,225200.0,20300.0,592.0
TWO SIDE GAMERS,TWO SIDE GAMERS,India,11000000,724200.0,58800.0,3300.0
IShowSpeed,IShowSpeed,United States,11000000,1800000.0,73000.0,3500.0
RS 1313 SHORTS,RS 1313 SHORTS,India,11000000,253300.0,13000.0,28.0
JP Plays,jpgameplayfull,Brazil,11000000,190500.0,8900.0,132.0
Telugu Filmnagar,telugufilmnagar,India,11000000,3500.0,61.0,2.0
Kênh Thiếu Nhi - BHMEDIA,doctruyencotich,United States,11000000,17000.0,62.0,0.0
Rachit Rojha,Rachit Rojha,India,11000000,5200000.0,108200.0,5500.0
BIBO и Игрушки,BIBO и Игрушки,,11000000,0.0,0.0,0.0
HikakinTV,HikakinTV,Japan,11000000,2800000.0,73900.0,5100.0
Slogo,Slogomanify,United States,11000000,377400.0,13700.0,590.0
SagaHits,sagahits,India,10900000,28100.0,1300.0,84.0
Games EduUu,GamesEduUu,Brazil,10900000,1500000.0,190500.0,5000.0
OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,,10900000,198000.0,850.0,0.0
NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,India,10900000,5000.0,37.0,2.0
Juanpa Zurita,Juanpa Zurita,Mexico,10900000,454600.0,28200.0,883.0
Jessica Jane,Jessica Jane,Indonesia,10900000,1200000.0,39300.0,861.0
AlJazeera Channel قناة الجزيرة,aljazeerachannel,Morocco,10900000,7800.0,112.0,35.0
Mundo Bita,mrplotvideos,,10900000,203400.0,876.0,0.0
Dobre Brothers,Dobre Brothers,United States,10900000,457900.0,18500.0,409.0
Vox,Vox,United States,10800000,334600.0,14200.0,544.0
Miranda Sings,mirandasings08,United States,10800000,246500.0,11200.0,818.0
قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,,10800000,2000000.0,11200.0,0.0
Experienced Mojaraba TV,Experienced Mojaraba TV,United States,10800000,22200.0,581.0,9.0
Pen Multiplex,Pen Multiplex,India,10800000,8000.0,69.0,4.0
Videogyan Nursery Rhymes - Kids Songs & Cartoons,videogyan,,10800000,39200.0,158.0,0.0
Troom Troom Arabic,Troom Troom Arabic,Egypt,10800000,306600.0,6000.0,264.0
Zee Tamil,zeetamil,India,10800000,12800.0,164.0,2.0
Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,Brazil,10800000,1700000.0,10600.0,0.0
Wamindia Movies,WAMIndiaMovies,India,10800000,157800.0,2500.0,46.0
Golemcito Games,Golemcito Games,Peru,10800000,1500000.0,174100.0,3600.0
Deji,ComedyShortsGamer,United Kingdom,10800000,2300000.0,278800.0,18100.0
BE AMAZED,BE AMAZED,United States,10800000,408600.0,10300.0,650.0
Heidi y Zidane en español,Heidi y Zidane en español,,10800000,250700.0,1100.0,0.0
Captain Watch Hits,Captain Watch Hits,India,10800000,11200.0,75.0,3.0
Nirahua Music World,NirahuaMusic,India,10700000,893600.0,17400.0,626.0
Ceylin - H Official,Ceylin - H Official,Turkey,10700000,12800.0,0.0,0.0
RDC Gujarati,RDCGujarati,India,10700000,14400.0,417.0,18.0
Primitive Technology,Primitive Technology,United States,10700000,0.0,0.0,0.0
Goldmines Housefull,Goldmines Housefull,,10700000,12200.0,0.0,0.0
HISTORY,historychannel,United States,10700000,189100.0,4000.0,392.0
Zee Kids,zeeqindia,,10700000,10400.0,75.0,0.0
СТС,ctctv,Russia,10700000,178600.0,1300.0,41.0
stampylonghead,stampylonghead,United States,10700000,119200.0,6100.0,1200.0
Kids smile TV,Kids smile TV,,10700000,268900.0,0.0,0.0
KiKiDo,KiKiDo,Russia,10700000,3800000.0,72400.0,6400.0
ChuChuTV Hindi,ChuChuTV Hindi,,10600000,168500.0,1200.0,0.0
Jesse,PrankvsPrank,United States,10600000,49000.0,2000.0,325.0
Caso Cerrado,Caso Cerrado,Mexico,10600000,562100.0,5200.0,177.0
Franciny Ehlke,francinyehlke,Brazil,10600000,876200.0,96500.0,1700.0
Red Bull,redbull,United States,10600000,290200.0,7300.0,240.0
Rathore Cassettes,rathorvideo,India,10600000,8400.0,120.0,9.0
Chill Nation,ChillStepNation,United States,10600000,35500.0,914.0,38.0
GoPro,GoProCamera,United States,10600000,52900.0,2100.0,71.0
TikTak Draw,TikTak Draw,Mexico,10600000,107500.0,6600.0,321.0
Gustavo Paródias,MrGustavoParodias,Brazil,10600000,198600.0,20900.0,56.0
Google,Google,United States,10600000,5500.0,105.0,12.0
Cong TV,lincolnvelasquez,Philippines,10600000,3000000.0,180300.0,5100.0
AdamThomasMoran,AdamThomasMoran,Russia,10600000,577900.0,46800.0,2300.0
Joe HaTTab,Joe HaTTab,Somalia,10600000,2000000.0,123700.0,4400.0
Peppa Pig Hindi,Peppa Pig Hindi,,10600000,762100.0,4900.0,0.0
Matheus e Kauan,MeKcanal,Brazil,10600000,5800.0,405.0,3.0
NASA,NASAtelevision,United States,10600000,182500.0,6100.0,0.0
The Noite com Danilo Gentili,sbtthenoite,Brazil,10600000,11100.0,537.0,25.0
Lucas Rangel,rangeldovine,Brazil,10600000,288700.0,26900.0,528.0
Craftingeek,craftingeek,Mexico,10600000,111500.0,2400.0,202.0
"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",,10600000,716.0,6.0,0.0
SmarterEveryDay,destinws2,United States,10600000,1600000.0,0.0,6500.0
Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,,10600000,96700.0,213.0,0.0
As/Is,BuzzFeedYellow,United States,10600000,16700.0,527.0,18.0
Stone Music Entertainment,CJENMMUSIC,United States,10600000,4900.0,382.0,17.0
MTV,MTV,United States,10600000,395900.0,9200.0,433.0
DuDuPopTOY,DuDuPopTOY,,10500000,7200.0,70.0,0.0
Cris Devil Gamer,Cris Devil Gamer,United States,10500000,779200.0,24000.0,615.0
Magnet World,soicon295,United States,10500000,56600.0,401.0,11.0
Guns N' Roses,Guns N' Roses,Brazil,10500000,134300.0,9700.0,249.0
fouseyTUBE,fouseyTUBE,United States,10500000,122800.0,2600.0,302.0
Tanner Fox,MTflims,,10500000,140400.0,7000.0,521.0
Playing with Rafael,Playing with Rafael,Brazil,10500000,59000.0,1400.0,0.0
설기양SULGI,설기양SULGI,United States,10500000,955600.0,22200.0,673.0
Rawan and Rayan,Rawan and Rayan,Algeria,10500000,1000000.0,70800.0,4200.0
Hindi Fairy Tales,Hindi Fairy Tales,India,10500000,788200.0,10500.0,250.0
TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Indonesia,10400000,104200.0,0.0,0.0
How It Should Have Ended,HISHEdotcom,United States,10400000,117700.0,8500.0,121.0
"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",SaraBeautyCorner,United States,10400000,31600.0,2000.0,43.0
Tomorrowland,TomorrowlandChannel,Brazil,10400000,54700.0,1500.0,82.0
Toymong tv 토이몽TV,Toymong tv 토이몽TV,,10400000,27100.0,210.0,0.0
Hindi Kahaniya,Hindi Kahaniya,India,10400000,56100.0,836.0,21.0
Stray Kids,Stray Kids,United States,10400000,1100000.0,141500.0,3800.0
Sadhguru,sadhguru,India,10400000,134900.0,6300.0,231.0
tomiii 11,tomiii 11,Mexico,10400000,74100.0,6700.0,600.0
5-Minute Crafts LIKE,5-Minute Crafts LIKE,United States,10400000,13300.0,140.0,4.0
LA DIVAZA,LA DIVAZA,Mexico,10400000,1000000.0,79700.0,6500.0
atv,atv,Turkey,10400000,11000.0,116.0,7.0
GNP Music,GemaNadaPertiwi,Indonesia,10400000,57900.0,1300.0,0.0
Sanjoy Das Official,Sanjoy Das Official,India,10400000,146600.0,24900.0,488.0
Lorrayne Oliveira,Lorrayne Oliveira,Brazil,10400000,573400.0,28000.0,1100.0
Times Music,timesmusicindia,India,10400000,665100.0,10000.0,620.0
Mussoumano,mamilosmolengas,Brazil,10400000,1400000.0,58500.0,3200.0
AsapSCIENCE,AsapSCIENCE,United States,10400000,584600.0,29200.0,662.0
BBC News عربي,BBCArabicNews,Morocco,10400000,34400.0,517.0,121.0
Comedy Captain,Comedy Captain,India,10400000,13300.0,122.0,4.0
はじめしゃちょー（hajime）,0214mex,Japan,10400000,1700000.0,43800.0,1800.0
Heroine Movies 2022,Heroine Movies 2022,India,10300000,248000.0,1500.0,20.0
Laurinha e Helena - Clubinho da Laura,JessicaJulioeBaby,Brazil,10300000,157600.0,3200.0,0.0
Talent Recap,Talent Recap,United States,10300000,74800.0,558.0,60.0
Red Chillies Entertainment,ChennaiExp2013,India,10300000,71500.0,885.0,23.0
Patty Mayo,Patty Mayo,United States,10300000,737500.0,27100.0,1200.0
Sing King,singkingkaraoke,United States,10300000,13400.0,206.0,13.0
PineappleStormTV,PineappleStormTV,Brazil,10200000,954200.0,61000.0,2100.0
[햄지]Hamzy,[햄지]Hamzy,United States,10200000,1900000.0,40900.0,1000.0
Receitas de Pai,Receitas de Pai,Brazil,10200000,92100.0,10400.0,312.0
5-Minute Recipes,5-Minute Recipes,India,10200000,38200.0,414.0,12.0
Hindi Countdown,Hindi Countdown,India,10200000,1300000.0,46100.0,1200.0
Sab Kuchh Sekho Jano,Sab Kuchh Sekho Jano,India,10200000,15200.0,1000.0,36.0
Dalas Review,DalasReview,Mexico,10200000,568800.0,47600.0,8700.0
T-STUDIO,T-STUDIO,Indonesia,10200000,28400.0,851.0,1.0
João Caetano,BrPVPHu3,Brazil,10200000,486500.0,40100.0,464.0
Viki Show,Viki Show,Russia,10200000,1100000.0,38700.0,1900.0
Wylsacom,Wylsacom,Russia,10200000,403700.0,17500.0,778.0
DRJ Records Specials,DRJ Records Specials,India,10200000,21500.0,123.0,4.0
Miniminter,miniminter,United Kingdom,10200000,1200000.0,77100.0,1300.0
Dynamo Gaming,Dynamo Gaming,India,10200000,210200.0,22900.0,148.0
CS Bisht Vines,CS Bisht Vines,India,10200000,2600000.0,25900.0,752.0
Survival Builder,Survival Builder,United States,10200000,147500.0,2200.0,120.0
서은일상이야기,서은일상이야기,,10200000,19700.0,148.0,0.0
hasanjr11,hasanjr11,Indonesia,10200000,656900.0,26500.0,2600.0
Islam Populer,Islam Populer,Indonesia,10200000,33100.0,998.0,129.0
Теремок ТВ,TeremokTV,,10200000,100000.0,845.0,0.0
Family Box,Family Box,Russia,10200000,522200.0,13400.0,208.0
вДудь,вДудь,Russia,10200000,0.0,0.0,0.0
The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000,261500.0,9800.0,439.0
Doctor Mike,Doctor Mike,United States,10100000,1600000.0,68700.0,3700.0
Beast Philanthropy,Beast Philanthropy,United States,10100000,7900000.0,504700.0,23600.0
Shemaroo Bhakti,bhaktisongs,India,10100000,8600.0,173.0,17.0
Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000,2600.0,27.0,2.0
OneRepublic,OneRepublic,United States,10100000,512200.0,29900.0,340.0
truly,barcroftmedia,United States,10100000,21700.0,0.0,111.0
Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000,229900.0,1700.0,0.0
ChuChuTV Español,ChuChuTV Español,,10000000,48000.0,248.0,0.0
Теремок - Песенки для детей,TeremokSongs,Russia,10000000,110600.0,576.0,0.0
VitalyzdTv,VitalyzdTv,United States,10000000,112300.0,3700.0,574.0
EugenBro,EugenBro,Russia,10000000,387900.0,19500.0,2000.0
Nickelodeon,Nickelodeon,,10000000,46400.0,503.0,0.0
UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000,150800.0,11000.0,430.0
BERTH-OH,BERTH-OH,Mexico,10000000,770900.0,24200.0,442.0
RUOK,RUOK,Brazil,10000000,389900.0,43600.0,2300.0
Vie Channel - HTV2,htv2channel,United States,10000000,70200.0,682.0,42.0
Orkun Işıtmak,ThePersica,Turkey,10000000,1700000.0,69300.0,2900.0
123 GO! Hindi,123 GO! Hindi,India,10000000,737700.0,5700.0,48.0
Family Fun Pack,familyfunpack,United States,10000000,125300.0,2200.0,130.0
Netflix Latinoamérica,Netflix Latinoamérica,,10000000,18300.0,551.0,38.0
مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000,625800.0,73900.0,3200.0
Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000,662900.0,4100.0,0.0
VYRLOriginals,VYRLOriginals,India,10000000,152900.0,6100.0,253.0
Mari Maria,makebymarimaria,Brazil,10000000,78700.0,4500.0,170.0
Eagle Home Entertainments,Eagle Home Entertainments,India,10000000,1400.0,11.0,0.0
SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000,361700.0,10300.0,522.0
Shruti Arjun Anand,shrutiarjunanand,India,9900000,616600.0,13200.0,625.0
Dharma Productions,Dharma Productions,India,9900000,32500.0,1200.0,156.0
SEVENGERS,SEVENGERS,India,9900000,5800000.0,509100.0,905.0
Programa Panico,panicopgm,Brazil,9900000,45000.0,1700.0,48.0
QPark,joycetanner,United States,9900000,197600.0,13800.0,219.0
The Voice Global,The Voice Global,United States,9900000,302500.0,2900.0,78.0
NH Studioz,nhstudioz,India,9900000,20100.0,156.0,4.0
Prince Royce,Prince Royce,United States,9900000,6400.0,638.0,18.0
MBCkpop,MBCkpop,Malaysia,9900000,2900.0,284.0,14.0
The Bee Family,ehbeefamily,United States,9900000,325100.0,15700.0,184.0
Fox News,FoxNewsChannel,United States,9900000,148900.0,5500.0,1600.0
Raditya Dika,Raditya Dika,Indonesia,9900000,430500.0,14800.0,741.0
Ini Talk Show,IniTalkShow,Indonesia,9900000,25200.0,290.0,17.0
SpriteDer SPD,SpriteDer SPD,Thailand,9900000,4400000.0,154400.0,3600.0
Classic Mr Bean,Classic Mr Bean,India,9900000,132600.0,1100.0,53.0
Heera Gold,Heera Gold,Pakistan,9900000,39400.0,1600.0,161.0
Survival Builder,Survival Builder,United States,10200000,147500.0,2200.0,120.0
서은일상이야기,서은일상이야기,,10200000,19700.0,148.0,0.0
hasanjr11,hasanjr11,Indonesia,10200000,656900.0,26500.0,2600.0
Islam Populer,Islam Populer,Indonesia,10200000,33100.0,998.0,129.0
Теремок ТВ,TeremokTV,,10200000,100000.0,845.0,0.0
Family Box,Family Box,Russia,10200000,522200.0,13400.0,208.0
вДудь,вДудь,Russia,10200000,0.0,0.0,0.0
The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,United States,10200000,261500.0,9800.0,439.0
Doctor Mike,Doctor Mike,United States,10100000,1600000.0,68700.0,3700.0
Beast Philanthropy,Beast Philanthropy,United States,10100000,7900000.0,504700.0,23600.0
Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,India,10100000,2600.0,27.0,2.0
OneRepublic,OneRepublic,United States,10100000,512200.0,29900.0,340.0
truly,barcroftmedia,United States,10100000,21700.0,0.0,111.0
Jugnu Kids - Nursery Rhymes and Best Baby Songs,Jugnu Kids - Nursery Rhymes and Best Baby Songs,,10000000,229900.0,1700.0,0.0
ChuChuTV Español,ChuChuTV Español,,10000000,48000.0,248.0,0.0
Теремок - Песенки для детей,TeremokSongs,Russia,10000000,110600.0,576.0,0.0
VitalyzdTv,VitalyzdTv,United States,10000000,112300.0,3700.0,574.0
EugenBro,EugenBro,Russia,10000000,387900.0,19500.0,2000.0
Nickelodeon,Nickelodeon,,10000000,46400.0,503.0,0.0
UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000,150800.0,11000.0,430.0
BERTH-OH,BERTH-OH,Mexico,10000000,770900.0,24200.0,442.0
RUOK,RUOK,Brazil,10000000,389900.0,43600.0,2300.0
Vie Channel - HTV2,htv2channel,United States,10000000,70200.0,682.0,42.0
123 GO! Hindi,123 GO! Hindi,India,10000000,737700.0,5700.0,48.0
Family Fun Pack,familyfunpack,United States,10000000,125300.0,2200.0,130.0
Netflix Latinoamérica,Netflix Latinoamérica,,10000000,18300.0,551.0,38.0
مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000,625800.0,73900.0,3200.0
Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000,662900.0,4100.0,0.0
VYRLOriginals,VYRLOriginals,India,10000000,152900.0,6100.0,253.0
Mari Maria,makebymarimaria,Brazil,10000000,78700.0,4500.0,170.0
Eagle Home Entertainments,Eagle Home Entertainments,India,10000000,1400.0,11.0,0.0
SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000,361700.0,10300.0,522.0
Shruti Arjun Anand,shrutiarjunanand,India,9900000,616600.0,13200.0,625.0
Dharma Productions,Dharma Productions,India,9900000,32500.0,1200.0,156.0
SEVENGERS,SEVENGERS,India,9900000,5800000.0,509100.0,905.0
Programa Panico,panicopgm,Brazil,9900000,45000.0,1700.0,48.0
QPark,joycetanner,United States,9900000,197600.0,13800.0,219.0
The Voice Global,The Voice Global,United States,9900000,302500.0,2900.0,78.0
Prince Royce,Prince Royce,United States,9900000,6400.0,638.0,18.0
MBCkpop,MBCkpop,Malaysia,9900000,2900.0,284.0,14.0
The Bee Family,ehbeefamily,United States,9900000,325100.0,15700.0,184.0
Fox News,FoxNewsChannel,United States,9900000,148900.0,5500.0,1600.0
Raditya Dika,Raditya Dika,Indonesia,9900000,430500.0,14800.0,741.0
Ini Talk Show,IniTalkShow,Indonesia,9900000,25200.0,290.0,17.0
SpriteDer SPD,SpriteDer SPD,Thailand,9900000,4400000.0,154400.0,3600.0
Classic Mr Bean,Classic Mr Bean,India,9900000,132600.0,1100.0,53.0
Heera Gold,Heera Gold,Pakistan,9900000,39400.0,1600.0,161.0
